,X,target
9025,@hawpunch I hope not too! Maybe its cause I'm tired from the work week. Hopefully tmrw I'll be ok. ,0
9026,"just visited Jack in the hospital and can't believe how swollen he is, poor baby ",0
9027,"@fallenstar_ Tough times indeed  I'm still debating, but I think I'm pretty much decided... but I've still got a year and a half to decide",0
9028,i forgot the other L but yeah no cobra or all time low if i dont get this grade up ,0
9029,"@PostGay I'd suggest that The Cure - Friday I mean, Tug.  Sorry ",0
9030,at this rate i'm never gonna finish all of my papers ,0
9031,"@CrunchyGoddess no problem, i will try to find that article though, my computer for work blew up last week and i lost all my research ",0
9032,@janetastic thanks for the tip! no ff for us this weekend. ,0
9033,wants to go watch the footy but has no one to go with ,0
9034,@iGrace I don't have anything in my paypal now. sent all to @hardik last time and i'm kangal ,0
9035,my bestie ran away from home ,0
9036,Working on a saturday is definitely not fun ,0
9037,bed much later than i wanted...up at 5 am for work tomorrow til 3 ughhhhhhh ,0
9038,Hope I have a great weekend but for now I'm at home!!! ,0
9039,I still have major belly itch. Bummer. Dagger is getting a haircut tomorrow. It's cold in my apartyment. My toilet won't stop running ,0
9040,"End of the night and work week.  Wahoo!!! Long day tomorrow, family stuff and volunteering at local PBS TV Action Aution. Its wine day. ",0
9041,Headahes and scary nightmares!!! Ahhhh don't wanna fall asleep ,0
9042," i can't upload my picture, it keeps saying, &quot;It's too big&quot; the maximum is 700k but my pic waz only 17k. ?????????? HELP!",0
9043,"I FINALLY WROTE AND UPLOADED.  I'ma attempt to go to bed, I have to be out of the house by 6:30 tomorrow ",0
9044,@sdresser I know - but it doesn't feel any better. ,0
9045,"heeps tired from easter show,, devo lesley is now gone!!!   i will miss you soooo much x",0
9046,my parents wouldnt let me go to movies ,0
9047,nobody put me on folollow friday this week.. im tight!  lol,0
9048,"I am bored.... Can't wait to get to Nashville in 5 days, but is really sad one of my best friends won't be there... DD ",0
9049,@nick_carter http://twitpic.com/3i25t - mmmm Girls! i think Mr Carter leave us  lol,0
9050,I am at my office right now ,0
9051,@ckcyn  haha I was driving and bored...havent had any drinks ,0
9052,@DaRealBelinda  okay...i guess i can do that,0
9053,"If suicidal, don't get a root canal treatment, it sure will encourage you to finally do it!!! Ahhhhhh!!!!! :'( no more candy I promise ",0
9054,lmao i don't get this twitter stuff. going to work soon  i love you savannah!,0
9055,Trying to get rid of a stupid virus off of our computer.  Hubby accidentally opened something ridiculous! ,0
9056,ughh idk dnt knw what to do last time i followed my intuition and i was sOo rite but a lil too late ,0
9057,"Just finished slumdog, good flick but I was bummed, no bricktop  #fb",0
9058,@Shaylah07 Hey shaylah como estas ? ;D [how are you haha] what did i miss in english these past 3 days? I've been real sick ,0
9059,American Apparel Kids ,0
9060,"There's no wifi where we are at, so I will be without internets until Monday night, no BEDA posts either ",0
9061,"@AlmostMrsBrown I know, I suck  maybe I'll have better luck next week.",0
9062,@RachelFerrucci I will. Our Denver event had to be postponed to next week due to storm ,0
9063,home alone in Glastonbury. very sad. ,0
9064,@Jon_Aston Thanks for the retweet &amp; subsequent retweets Jon. I hope to goodness they find her. I think the cops bungled things early on ,0
9065,Missing Shmoopy.  She's growing up too fast ,0
9066,i wish i would make work disappear with the snap of my fingers ,0
9067,Cabin Fever has kicked in. ,0
9068,@Cdavis The Milwaukee Iron.  First year 'expansion team' from what I hear.  They lost...   I didn't realize it was still around either.,0
9069,i wish i could make work disappear with the snap of my fingers ,0
9070,@DearYvette  Have a mojito for me too ,0
9071,@luckychristi - there is... I hope that some day bullying isn't tolerated nor is gun violence isn't common ,0
9072,@theropolitans ,0
9073,@eunicedebritto the're perfect 2gether  i want a love like this,0
9074,"Well I know what's wrong with my spine...but nothing to fix it right now, great...time for meds then bed time...story of my life... ",0
9075,My cat keeps eating plastic ,0
9076,i'm moving more of my stuff to my parents house tomorrow... and telling them that I'm giving Izzie up.  sad day,0
9077,@eerland something in the air... Edy woke up a bit ago wimpering in her sleep. I had to go soothe her while she quietly cried it out. ,0
9078,Music is the only that I love because have no girlfriend ,0
9079,In a big hurry! Late for appointment due to my work on my site ,0
9080,"@tm_lv gacias... you opened my eyes... Well, I found.. I have &quot;Intel GMA 950&quot;. It has probl. w/ Ubunte. 8 was OK, 9 doesn't have drivers ",0
9081,boredddd watching boys play madden ,0
9082,http://twitpic.com/3i613 - The closest thing to snow i've ever seen ,0
9083,agghhh phillies  its because I didn't have my lucky towel!,0
9084,Still shooting the office interior. We're all so tired. Still got another scene to do! Finish time: 9am! ,0
9085,"aww one of the lil chicks just yawned, they will be going home tomorrow ",0
9086,@AmazingPhil nooooooooo  I can hug you though! that was random sorrrry! ^.^,0
9087,"Grrrr, feel like putting my head in the sand ",0
9088,absolutely bored out of my mind ,0
9089,Feels like my head is going to explode! I don't want the flu ,0
9090,SIGH. I need to find my real-life effron ,0
9091,@BrentSpiner I'd be honored to have you at my Bat Mitzvah...unfortunately I'm 30 so I've missed my chance to achieve true womanhood ,0
9092,Trying to patch WoW and the patch I need is on #gamearena but their sucky servers time out on download... ,0
9093,"im lonely  keep me company! 22 female, Duluth - Minnesota",0
9094,"im lonely  keep me company! 22 female, Jackson - Mississippi",0
9095,just finished dexter season 2. Love this friggin show. Season 3 in netflix queue but doesn't look like the dvds are out yet ,0
9096,"@PhillyD OMG you are starting to be my magazines, i haven't seen your vids for about a month  i'm too busy now!",0
9097,leaving tomorrow! ,0
9098,@SongzYuuup aaww trey trey i'm sorry for being demanding i just wanted to hear from you. Please accept my apology ,0
9099,@kencamp mine too ,0
9100,@guccilittlepigi I wish I wasn't spending record store day on a greyhound bus  ..aaand I;m seeing M.Ward next weeeekkkk!,0
9101,ummm added a picture! lol sorry don't have much of me. ,0
9102,@kutabuta thats sad that he is sick!   and I miss you too!,0
9103,crashing.  night everyone!,0
9104,i feel slow  i dnt understand this shit ,0
9105,Finally home after a long hard day. The best part is I have to be back up in 6 hours ,0
9106,home from the gym. showered and fresh. going to catch up with #lost and #theoffice. what a fun filled friday night home alone. *sigh* ,0
9107,very hungry but it is after midnight... ,0
9108,@misshsawyer Yeah but not when you have to do it alone!!  Derek is a party pooper....Its friday night for gods sake!!,0
9109,"@Capuy I'm sure I could get in almost as much trouble here in Tally but I'm stuck on campus, not in a bar... ",0
9110,@JoAnneJoyM http://twitpic.com/3hopj - Ive seen worse...Must agree though...An Ugly big kitty cat ,0
9111,I really need coffee and I'm out of flavored creamer! I seriously can't stand plain coffee! ,0
9112,can't find my FB friends on twitter ,0
9113,"@nick_carter iï¿½m sad!!! u donï¿½t like my joke....  ok, i thinks to a new joke!!!!! jajajaja",0
9114,"@_LeQui_ I wish I was there, too.  ",0
9115,@RachelFerrucci good luck tomorrow!  I wish I could be there  I thought about a road trip for about 5 minutes today then reality took over,0
9116,"Prison Break does not deserve to be shown instead of #Dollhouse !  Get it together, Fox.  ",0
9117,@kimkardashian http://twitpic.com/3gvq1 - that looks like it hurts ,0
9118,Trying to sleep before I get up at six for work ,0
9119,@FollowActive if t woulda got my ticket  that rotten mudasucka..,0
9120,@allymcfly haha! i wanted to go! but it was to late ,0
9121,"going to bed, so tired! wishing it was tuesday night so i could watch idol.  anyway, night. xox",0
9122,"k, since i have to be at work tomorrow, i am gonna have to go to bed as much as i don't want to ",0
9123,My contacts have been bugging me all night. Ugh. Gonna watch csi. It's glasses day tomorrow. ,0
9124,@chorzelewski ha I'm sad tho  oh no can't wait to hear!,0
9125,@MiszBeezy  AND I JUSS MADE A VIDEO BUT I GATTA DO IT OVER. THE AUDIO WUZ OWNED LOL,0
9126,@ayekaygee  BOB SAGET!!! I'm jus bout to go to sleeeppp I think ;( blah,0
9127,@johncmayer  http://twitpic.com/3i61e kid dressed as an angel using Jesus' head for a trick-or-treat bag. faded all to fuck ,0
9128,"we just get home a few minutes ago, and my girlfriend and brother are playing rockband, ",0
9129,Why am I awake @ 8am on a Sat morning?? Whyyyyyyyy ,0
9130,Why am I awake @ 8am on a Sat morning?? Whyyyyyyyy ,0
9131,Off to work. Almost dead. Its going to be a bad bad day  I can just tell.  Think of me whilst youre tucked up in bed sipping tea!,0
9132,says si TY di talaga sa akin nagrereply.  http://plurk.com/p/os45s,0
9133,"@Voluptuousgirly seriously girl, i know. ",0
9134,i will miss the bay of pirates!! ,0
9135,Dropped her laptop off the bed. I fail.  goodnight.,0
9136,@TheLexiLove why  you are not following me,0
9137,@kristenstewart9 Ahhhhh Kristen! Where are you?? I wanna chat toooo! ,0
9138,"@vyrtue77 yeahh.. that's the problem!  Now, how am I supposed to transfer this file onto another computer! I'm confused!",0
9139,@copelandband can you guys just sing me to sleep.....please ,0
9140,"@msbeeee @principled just got chickens, but she is in the hospital.  I know she did a lot of research.",0
9141,"I just wrote and entire story, and it didn't save.   Motherfucker.  ",0
9142,"Matt's still in lotsa pain, missed work all week and can't do much.  Poor guy ",0
9143,"@Wispers_69 oooh let me get over there...i am on a friends computer, they are all sleeping so i dont have anything to share ",0
9144,@staceylovesDW no more Halloweens on tonight ,0
9145,wants to watch 17 Again! ,0
9146,@dante321 http://twitpic.com/3hqos - I have to agree with supermom...YOU POOR THING!! What we do for love ,0
9147,Will tweet more diligently after exams. Back to studying ,0
9148,reeeeeeeeeealy wants some Mickey D's dollar menu cheeseburger. I'm huuuuuuuuunnnnnngggggrrrrryyyyy ,0
9149,"The lady in the bathroom,,the latest soul to come around me,,,said &quot;please&quot;.. feels like  giving a cookie to a starving person, ",0
9150,misses all my friends! ,0
9151,"is it saturday yet? friday for most , but one more day for me ",0
9152,nearly killed a kid on a bike pulling out of my driveway this morning. Thank goodness he's ok. Car is scratched tho ,0
9153,"btw, T made it home okay. 2 glasses of wine &amp; a bottle of $110 champagne. he's a sucker for champagne. also: sux hearing friends in pain. ",0
9154,Came home from work to find a small bird caught in my chain link gate. It must have flown into it and broke its neck / strangled itself. ,0
9155,is in for the night. What a lame Friday.. ,0
9156,going to bed got to work in 5 hours! ,0
9157,@cherrybumbum Yahh!!! But ur going to L.A. right?  Im on the opposite side of the Us...Travel safely Shin...*kï¿½ssen*,0
9158, long ride home and i am bored,0
9159,"@drmynoralvarez omg, i am soo sorry to hear that! ",0
9160,"On the other hand, my sister's health is poo and I'm going into hyper-nurse-and-older-sister overdrive. Feel so bad for her. ",0
9161,i wanna make friends at twitter but enybody follow me just 6?? thts's nothing ,0
9162,Hellen just called me and left me a voicemail...Morrissey was on the other line. ,0
9163,watching happy feet and missing my girl ,0
9164,@aisukohi grr....i was indoors in teh smelly hospital ,0
9165,"Soooo full! And surrounded by dragons fans yay, but I still wish I was at tuggerah ",0
9166,"no duckies today, bread went to waste ",0
9167,Im doing stupid English homework ,0
9168,"Wondering if we'll ever be together. I mean, here I am typing this, and there you are reading it. We're so far apart. It pains me. ",0
9169,"first person to give be a hug, i will love forever. can't sleep at all  wishin' a certain person would talk to me..",0
9170,@momof3crazykids me sorreh.. ,0
9171,upset. not ceeing Short stack or the bride today ,0
9172,"[-O] Soooo full! And surrounded by dragons fans yay, but I still wish I was at tuggerah  http://tinyurl.com/cqyx8u",0
9173,EYES ARE HEAVY  need to take rest the doll is breaking down ,0
9174,"@foogirl Aw.  She's, what, 7 now? 8?",0
9175,STUCK at Corrine's. Can't find Deejay's fuckin' keys. Oh Lord. ,0
9176,Gardening faery does not exist.  ,0
9177,"really really unwell, this cold is killing me ",0
9178,Stuck in Houston airport for more than 12hrs ... ,0
9179,I love @leilanilei and hope she is not mad at me ~ I can be a real jerk sometimes... ,0
9180,"Icing all my aches and pains, getting back in shape is not easy...I always think I'm there, then push myself too hard and get hurt ",0
9181,just getting home not feeling so well!! hope I don't get sick and miss a nice weekend!!! ,0
9182,"@noirem When I was out yesterday, I was amazed at how few people were out, in stores, etc. Kinda scary.... ",0
9183,@jenerie94 sorry my dog died almost a year ago ,0
9184,@yearoftherat You are aware that I can write non yaoi too?   They'll see my name and expect it to be yaoi and delete it...lol,0
9185,i wanna sleep but dont think its gonna happen so soon with all the loudness of relay ,0
9186,@D_Deighe yeah FL is fucking hot ,0
9187,Very very sick ,0
9188,@shanealexander I loove TD... until it puts you in time out  ... I'm in twitter lockdown as we speak...,0
9189,"@xoh_snap June 16th!  So far away. I'm excited! BUT I might go alone, even though I bought two tix. Sadness. ",0
9190,"@coachdeb, loving your #randomfacts! tell us more! - cant DM - my DMs been broken on twitter for 2 weeks  can see, cant send",0
9191,"I just wrote and entire story, and it didn't save.   Motherfucker.   http://twitter.com/disintegration/statuses/1548632552",0
9192,No good social events tonight ,0
9193,is @ the AA Hotel ,0
9194,@mycherrymoon yeah I have a sinus infection. ,0
9195,"another night sitting at home, todays side effects: dehydration, exhaustion, dizzy spells, head ache ",0
9196,sitting here with tears down my face. Dont wanna go to work on Sunday. Going to miss my Mom ,0
9197,fat days are the worst.  if men only knew what 5lbs can do to us.,0
9198,@Jonathan_Ross By the time I would comment the post would be like a day or two old. It would never get read by anyone but me ,0
9199,Chibi is raping his stuffed Panda in the face again.  He won't be six months old until next week.  I didn't raise him to be like this ,0
9200,blue cheese is bitch.. whenever i start to crave cheese i know my weight is in upswing. ,0
9201,"So tired of being unemployed.  Last few jobs were so varied in what they wanted...I had experience in all but 1 area, choose someone else ",0
9202,stressin...flight in 8 hours ,0
9203,"@johncmayer please, can yoy say me, what time is it there? i have the pic winner, the tatoo-my friend is sleeping in this moment, ",0
9204,@tweetie How about an application for the Blackberry?  ,0
9205,PLEASE TELL  ME WHY AT&amp;TN TOOK ALMOST 2 WEEKS TO GET MY INTERNET ON. VERY DISAPPOINTED ,0
9206,Sooo I'm an alcoholic!!! LOL! No more drinking!!!!! I need ur support ,0
9207,"@macmuso I have family that just moved to Tassie, it looks gorgeous. I am so jealous. Our acreage here is nice, but not green at all... ",0
9208,I just saw a horrible accident outside my parents house. Someone ran head-on into a tree. Slumped over passed out. I hope they are ok! ,0
9209,working all day tomorrow   watched almost all of state of play tonight and it was REALLY good.  i'd rec it.,0
9210,Totally sucks that i have to go back to work so early tomorrow. ,0
9211,"Just got back from Thaipot and I really missed everything about it, sad to say goodbye. ",0
9212,citibank won't send me my payee confirmation number so i can't pay for my rent or my #socks ,0
9213,@davidcgarcia throat to 'just stop' ,0
9214,@WorkingJoeBlo  Bummer...its good weather after a crap AM...and I'm still here cleaning. ,0
9215,today is just not my day ,0
9216,I just wanna wake up to a dozen red roses ,0
9217,bendito nepoleon was not eating because his food was taken over by an army of ants  i took care of that.,0
9218,I could go for some loving right now ,0
9219,@IamJulito DANG... SOUNDS FUN.. BUT SADLY NO  lol,0
9220,"The candy tricked us!!! It pulled us in with it's bright, happy colours then robbed us of all our money ",0
9221,i'm completely drained.    i suppose day drinking does that!,0
9222,I can't go out today.... IM SO MAD! ,0
9223,@olga_Bondarev I wish I could be at home for easter ,0
9224,Was just called an asshole by Jay Brannan... oops ,0
9225,still hasn't gone to sleep at it's past 5 30am! Feeling sad ,0
9226,Why do we have to gv xams! isn't knowing just enough!..........generations of oppressed students must have felt the same way as I do... ,0
9227,no more twitter  - mr. michaels  ps. see you june 10,0
9228,This weekend is going to suck.  I hate Junior Year ,0
9229,@mronetwo345  why is u not comoing. U just drink enougj n ull understand what the soanish songs r sayin!! Lmao! Ima misss u puto maricon,0
9230,just got home from working overtime.... 5:30am..... *yawwwwn* ,0
9231,@wer2005 http://twitpic.com/3hxpf - HaHaaaHaHaaaaaHaHaaHaaa...Oh Sorry....WTF were you thinking?! ,0
9232,@tmo119fbaseball thanks have been looking for some info on John Lackey....not the information I wanted to hear though ,0
9233,@demiprassas i knowww it ALWAYS happens like every week. damn. i'll see you regular time on monday ,0
9234,Fuck. My capo is gone. ,0
9235,I have sooo many finals to study for  but In better news the pens are leading,0
9236,can't find my friends! ,0
9237,"God, please help me... i don't know what to do with a father like him ",0
9238,so sad !!  there's no more cereal ! hahaha LOL !!,0
9239,"On my way to lakeview, really sad I couldn't make @ifightdragons concert... ",0
9240,"waited for him to go online.. lucky me, i was eating when he IMed me. 8-| :| :| And now, he's offline.  dayuuum.",0
9241,ii feel all of the past models on the show shud be upset cuz these females are POPPED sorry  but blame Tyra,0
9242,Anyone else sick of folks who don't understand twitter constantly bashing on it for how &quot;stupid and pointless it is&quot; uninformed FTL ,0
9243,wishes her fiance wasn't so sick  feel better Matty,0
9244,trying to enjoy my last momento of spring break. ,0
9245,"@SARIAHMUSICNOW Give Adriane my Love, I'm not feeling to well or I'd call your phone and sing Happy B'day ",0
9246,Laying in bed unable to sleep. Very sad and caught up in thought... ,0
9247,i need somes twitter followers ,0
9248,@robby123 I'm so sorry!!! Which dog?  I'm sorry Robby (and Amber &amp; kids). I'm sad for you guys.,0
9249,i almost slipped into a panic attack tonight. it took a lot to fight it off ,0
9250,@iamjulito @tata4u2c im a smut i know ,0
9251,@Nick_Manning What?? No! I can't call him just like that... ,0
9252,my friends are bailing on me  http://plurk.com/p/os5ge,0
9253,okay. Goodnight Twitterverse. I have to get up early tomorrow for work. ,0
9254,All my places of solitude on line are being taken over by a stalker  Is nothing in my world to be sacred anymore?!,0
9255,@anthonyash NO YELLING AT YOUR MOTHER ,0
9256,@Eniree Not sure which one she is! There are too many ,0
9257,is going to bed. ,0
9258,Eff boy-on-key  she is the worst tranny EVER!,0
9259,hey my phone got stolen  so please tell me at ur doin tonite,0
9260,Eating ice cream and watching star wars. its still REALLY smokey ,0
9261,Working out my relationship issues with Kaze. It doesn't seem very promising yet. ,0
9262,just watched Taken again! love that movie! going to get a good night's rest busy weekend awaits me. ,0
9263,@singswell aww that sucks.   get well soon sweetie.,0
9264,holy crap. I take a nap for 4 hours and Pitchfork blows up my twitter dashboard. I wish I was at Coachella.  ,0
9265,@slgoodson i miss you too   how am i gonna survive when you go to Germany!??,0
9266,"@andrew_wielandt Me too, I've got a week at head office this coming week ",0
9267,@wilw Doesn't it just make you cry inside to even think that?  Blame canada ,0
9268,sad im not going to the blazers game  wahhhhh,0
9269,@redalert0302 thanks...u too....but my friends are taking forever...if they take too long im gonna go to sleep ,0
9270,Y is ashton kutcher rubbing his 1 mil followers in my face? ,0
9271,@fadingsignal when we bought the house it came with a floor safe that was locked. We were hoping for something inside but we got nothing ,0
9272,@filthyhandss - I feel the same way ,0
9273,Just woke up from my nap... dammit got a runny nose going. This weather is killing me!! ,0
9274,@SoCalMario u r crazy!! SD is the best city in the world!! I left 3yrs ago &amp; I am dying to go back ,0
9275,Who knew it was possible to be allergic to band-aid adhesive...?  ,0
9276,Dad picks a restaurant with one vegetarian dish for lunch. Garlic bread and a side of fries for me ,0
9277,Pray for my family in Minnesota. My uncle is not doing well and will be passing soon. ,0
9278,@PureEm mines is in for repair ,0
9279,"@mundoo Sorry to hear that  But congratulations on the rain a few hours ago! If it helps, my lawn is just a dust bowl.",0
9280,my nose is cold ,0
9281,@MrFreshCgBoy ummm...really??? but i wasn't there ,0
9282,@chiliad no ice cream here ,0
9283,Sick on a Friday night. ,0
9284,"Ok, now that they've &quot;christened&quot; their new ball park... we can beat them now! LOL! Oh Bees..... ",0
9285,Tied at 3 bottom of the 7th 1 out   &lt;~*LizaBeth*~&gt;,0
9286,@Steinsgrrl Sarah and I think it looks like something from a horror movie--SO creepy   Im emailing you right now!,0
9287,I can totally see myself loosing waaaay too much time here ,0
9288,My body is giving in to the being sick urge. Must resist. Do not want ,0
9289,"I wanna become a Wrestler/ Iï¿½d rather be kicked on my balls, iï¿½m so sad!  waiting for a new day",0
9290,this situation really makes me rethink my time with ben ,0
9291,"I wish I could leave the cult because there's some major douchebags in there, but I feel like I have no where else to turn ",0
9292,Kinda missing SoCal b/c of all the events I'm missing  But I can't say I don't love being back in the beautiful NW.,0
9293,At molly malones. My company is aggitated. ,0
9294,1 hour of work to go and then what to do? ,0
9295,@kirrathomas OMG it hadn't quite occurred to me what time it is there! Poor thing  Well at least I got realtime hair commentary out of it.,0
9296,"@mardenalmighty YOU KNOW IT!!!! Got the leg workouts for days, but my leg is still fucked! sux ",0
9297,sleepy  babysittin tha nephew..tlkn 2 tha babez..had a lonq day..i need to rest..nite nite..twitter people,0
9298,i love say yes to the dress. since age 10 i wanted to be a bridal consultant. then i realized i had to go to college and get a real job ,0
9299,has an ear ache...   hoping to get some sleep soon.,0
9300,@bitsyfest it was all very emo. I was trying to Genius a Christophe Beck playlist but no go ,0
9301,@laurie  I get like that too. But then I miss it. it's so complicated lol. At least I can still see you here!,0
9302,apparently we have new neighbors upstairs that are making noise. ,0
9303,@kentjlewis that link never works for me. ,0
9304,@tokiohotelusa thanks for the links and news update. that's really disturbing. ,0
9305,"@daverandaII  I know I'm a loser, I really feel like crap. how's it going?",0
9306,baaaahhhh better luck next time blues... ,0
9307,@hollybird it sucks! ,0
9308,I bet Nick is gone and he just said the joke thing to keep us here like dummies ,0
9309,sleepy.. i guess i'll go to bed now.. log day of shopping! with no shopping for me  i'm saving money.. (trying to..),0
9310,I have a competition  I'm gonna look like crap,0
9311,@ivey Can't find them in my Rhapsody  Mayhap you can share sometime?,0
9312,": Budding Fibromyalgia Flare + Barn Cleaning + Stomach Issues + Alpaca Shearing = Full Blown Fibro Event, apparently. I can barely move. ",0
9313,"Getting excited with Ginger Garrett's newest book, 'In The Shadow of Lion'. But I don't think I can find it here ",0
9314,when am i gonna finally be not sick???? ,0
9315,"@superdaveyboy  Wish I could do something to help. Sorry you got the overnight shift. Yuck. (If you get bored, &quot;dc&quot; can play Go Fish! lol)",0
9316,"I feel like getting wasted right now, but I have nothing to drink  #wasted #drunk #plowed",0
9317,jus got a flat tire ,0
9318,"@montefontaine yeah I did, I was a slacker over the winter &amp; gained 15 of the 50 pounds I lost since starting to work out, so ashamed ",0
9319,@ndoto Woow! Shelby's gonna be crushed.  #hillhouse,0
9320,@Thepartyscene38 hm. sorry for never replying to you. ,0
9321,Why is it that when I'm really in the mood to rp everyone dies on me?  ,0
9322,"@ModelMandyLynn I spent all day doing yard work too, ripping up stumps took me over 3 hours ",0
9323,@MrsJonKnight i...wish ,0
9324,@jagelzey omg i want to see her...i didn't know they put the tour dates out yet....tix are kinda expensive though ,0
9325,At work w/ a headache thats sitting behind my eyes so looking at this computer screen isn't helping any&gt;&gt;&gt; ,0
9326,the hardest decision.. what album will i take off my itouch cause i have no memory left  yay for 800 updates! haha,0
9327,@manpreets7 iPhone uninsured unlocked ,0
9328,@nicholasbraun n you didnt answer my question yet ,0
9329,same shitt different day ... when does it stop .. ,0
9330,Jake is spending the night at Nicks bc we*re going out of town tomorrow and all I want to do is cry  I miss him......goodnight,0
9331,This sucks ,0
9332,Is off to sleep - hopefully.  Thanks for the company nat xx,0
9333,"@roobylou i dunno at this point, im sorry  lol",0
9334,ive bin rate limited on twitterific ,0
9335,absolutely adoring my son!! He's growing up too fast though ,0
9336,ipod is 100% completely dead... been charging for 15 minutes and it still says the battery is too low ,0
9337,@AroundHarlem working ,0
9338,So tired of looking for wholesale beads and not finding what I want! ,0
9339, no luck no one has responed yet I don't think anyone crossed their fingers for me lol come on people this is a team effort lol,0
9340,"Power tripped at CLV again, internet was out from about 8pm-9am this morning, feels pretty bad when we get the abused for it thou ",0
9341,i want it to be sunday right now ,0
9342,Just woke up and as soon as I was about to start getting ready to party.. its raining ,0
9343,I just bawled my eyes out watching Marley and me. ,0
9344,"@mcwneks  I hope I am not too late, but protect your son!  Circ is not necessary &amp; harms babies ",0
9345,Retail therapy is over *sigh*. Now time for the housework. ,0
9346,@Spongebob  Why waste such a great username? Give it to meh plz?,0
9347,"As a kid, I chased my cat with a spray bottle  , LOL #randomfacts",0
9348,Don't tell the women about the Mycocepurus smithii... bad day for male ants everywhere ,0
9349,http://twitpic.com/3i793 - The face of defeat ,0
9350,"Is off to bed, got to be up in 5 hours ",0
9351,@McCainBlogette wouldn't you rather be at home? ,0
9352,its okay I don't mind. I dont ...no way. but I do ,0
9353,"Writing a new song on the fire escape enjoying Captain on the rocks, mmmmm, so delicous, playoff hockey is over for the night ",0
9354,@HejlHavok oh no!  It became Undone. ,0
9355,@Jassonc i cant believe you saw 17 again w/o me! ,0
9356,I feel bad  Amy was stretched out sleeping but I had to kick her out the room for the night,0
9357,@thegaydreamer I missed it  do you know if there's a link to watch? and thanks!,0
9358,@brookandthecity Cant wait I miss yal soo much ,0
9359,work work work work work work ,0
9360,@devinthedude007  dang i always miss your show ,0
9361,@ddurgadas the waterfront is still chilly ,0
9362,@Woth2982 ohhhh no. I was clearing out my dvr as well and I fell asleep for a few hours. I have to work in the morning. ,0
9363,just watched marley and me...such a sad movie! ,0
9364,will be going to dentist later in the day for braces check-up ,0
9365,Well... It seems like I do in fact grind/bite on my teeth too hard at night. First night without Valium and its worse again. ,0
9366,"damn, we are signed up for the banjo &amp; fiddle competition and our fiddle player cant make it! ",0
9367,"looking for friends, im new to this twitter ",0
9368,"@heygorgeous Awwwwwwww, that sucks   Lemme give you a &quot;twitter hug&quot;; Hopefully, this will make you feel better.",0
9369,@Killandra holy crap u ok? U sound really sick ,0
9370,I ate lunch outside for no more then 30 minutes today. And I'm pink. Stupid burnable skin. ,0
9371,Gahh I need a job!!! I want a new guitar...like now ,0
9372,I don't want to care but I do...so I say I don't then I die ,0
9373,canucks won! sweet! it's a friday night and i'm ready for bed. i'm super lame.  nite nite.,0
9374,Just found out our free Saturday isn't so free anymore.   sleeping in till 8am SCORE! haha,0
9375,had his calf lock on him again! ,0
9376,@tabatha_akers  I feel so bad for you!!! love you honey and get well!!!,0
9377,@Chren1213 bitch!!! im so jealous!! im hungry right now too. ugh. u couldve at least taken a pic of them for me  ,0
9378,No dollhouse tonight.   I'm cheering myself up with ANTM and pretzels with hummus.,0
9379,@woverton I've had it for a couple days  hope it's only about 24 hours!,0
9380,@brierockstarxo Awww I'm not going out tonight  I was too tired.. I'm hanging out at a girlfriends house,0
9381,bed time. work early tomorrowww ,0
9382,will be going to dentist later in the day for braces readjustment ,0
9383,"@jessicarendall Aw, sorry to hear  Hope they're ok!",0
9384,@bhartling http://twitpic.com/3i6vu - Forgot to add my Ewwww ,0
9385,"Apparently the laundry room burst in flames... but now it's all cleared up. Still smells like smoke though, even on the top floor. ",0
9386,"@Robinae24 yeah its 05:45 here and am still awake and not even in work, it seems the USA comes out to play about now ",0
9387,"@taylorswift13 it's about prom time again, isn't it? ahhh I miss it.  I should go and try dresses on haha.",0
9388,@OfficialAshleyG Heath Ledger. R.I.P ,0
9389, not looking forward to my 10 hour shift tomorrow.,0
9390,old people talking about dopers who steal anything thats not bolted down...i never want to be old ,0
9391,No! The bb thing is starting  so sad. I think i am going to die :x,0
9392,was watching larry king live and our cable went out booohoooo ,0
9393,@MorgansDead true...  i usually dont take summer classes....but i have a week or two to rest up before Field School *cheers*,0
9394,I accidentally locked Myrtle in the bedroom all day - I fear there may be cat piss somewhere in here now ,0
9395,managed to wake up early today @8..feeling sleepy again.. ,0
9396,@myhaloromance *double sigh* sad day  and Johnny Depp is old too (( SADFACE!,0
9397,"im lonely  keep me company! 22 female, Ithaca - New York",0
9398,My uncle passed today ,0
9399,@kammoye sorry to hear that homie  wut up?,0
9400,"some of the people on the show The Cougar are younger than me,  am i old? lol,",0
9401,Yet another day -- working thru a weekend sucks ,0
9402,Is up for the day... Bummer of a day so far... ,0
9403,"@iTalal exactlly , that what happend to me    inshallah i will change that SOON",0
9404,watching Family Matters... Steve always says the saddest things... ,0
9405,Hello to all of my new followers! I'm Ashley &amp; here is a random fact about me: I've never seen the entire E.T. movie. He terrifies me. ,0
9406,just smashed his big toe into the stairs and it really hurts now. And I mean really hurts. I'll have to see how it is in the morning ,0
9407,"@nick_carter Yeah, I agree with YeleysaBsb and ladycarolina, we appreciated (REALLY) but it seemed a bit harsh ",0
9408,"Ahhh, celebrating success this week. Found new suppliers for must-have items.  Old suppliers just quit supplying!  ",0
9409,@MCRmuffin: thanks I always need to talk ,0
